Time [s],T_g [K],T_l [K],T_i [K],p_g [Pa],ml [kg],mv [kg],ma [kg]
9.803085265077615418e+01,1.110774895932172370e+02,7.738790392712130028e+01,7.820204037271584241e+01,2.678493745735169505e+05,2.950081282705080410e-01,8.459427378364614428e-04,6.109185312721706598e-05
9.809321324406545273e+01,1.110710563601043503e+02,7.738792090320846739e+01,7.820178405581013692e+01,2.678326445771932486e+05,2.950081340101516902e-01,8.459369981927917018e-04,6.109185312721706598e-05
9.815557383735475128e+01,1.110646244944335166e+02,7.738793787359905707e+01,7.820152786597108729e+01,2.678159180394295254e+05,2.950081397496826519e-01,8.459312586618420154e-04,6.109185312721706598e-05
9.821793443064404983e+01,1.110581939955990975e+02,7.738795483829662203e+01,7.820127180371193276e+01,2.677991949586709961e+05,2.950081454891010369e-01,8.459255192434514880e-04,6.109185312721706598e-05
9.828029502393334838e+01,1.110517648632758352e+02,7.738797179730308073e+01,7.820101586839544439e+01,2.677824753340837779e+05,2.950081512284069563e-01,8.459197799375319741e-04,6.109185312721706598e-05
9.834265561722264692e+01,1.110453370969651132e+02,7.738798875062138904e+01,7.820076006014902248e+01,2.677657591643875348e+05,2.950081569676005211e-01,8.459140407439496830e-04,6.109185312721706598e-05
9.840501621051194547e+01,1.110389106961714560e+02,7.738800569825446019e+01,7.820050437887786643e+01,2.677490464483117103e+05,2.950081627066818979e-01,8.459083016625739684e-04,6.109185312721706598e-05
9.846737680380124402e+01,1.110324856604233474e+02,7.738802264020506527e+01,7.820024882452605652e+01,2.677323371846455848e+05,2.950081684456511977e-01,8.459025626932779787e-04,6.109185312721706598e-05
9.852973739709052836e+01,1.110260619892895022e+02,7.738803957647574805e+01,7.819999339691342755e+01,2.677156313722828636e+05,2.950081741845085315e-01,8.458968238359466799e-04,6.109185312721706598e-05
9.859209799037982691e+01,1.110196396822743452e+02,7.738805650706945016e+01,7.819973809562955580e+01,2.676989290099518839e+05,2.950081799232540103e-01,8.458910850904482331e-04,6.109185312721706598e-05
9.865445858366912546e+01,1.110132187388759633e+02,7.738807343198908484e+01,7.819948292109272359e+01,2.676822300963646267e+05,2.950081856618878007e-01,8.458853464566496068e-04,6.109185312721706598e-05
9.871681917695842401e+01,1.110067991587339833e+02,7.738809035123681213e+01,7.819922787292439637e+01,2.676655346305975690e+05,2.950081914004100136e-01,8.458796079344549574e-04,6.109185312721706598e-05
9.877917977024772256e+01,1.110003809413002500e+02,7.738810726481581526e+01,7.819897295078611421e+01,2.676488426112436573e+05,2.950081971388207602e-01,8.458738695237194355e-04,6.109185312721706598e-05
9.884154036353702111e+01,1.109939640860382610e+02,7.738812417272926325e+01,7.819871815524551550e+01,2.676321540369259310e+05,2.950082028771201514e-01,8.458681312243020948e-04,6.109185312721706598e-05
9.890390095682631966e+01,1.109875485925901728e+02,7.738814107497925932e+01,7.819846348610391829e+01,2.676154689067275031e+05,2.950082086153083538e-01,8.458623930361067666e-04,6.109185312721706598e-05
9.896626155011561821e+01,1.109811344604729584e+02,7.738815797156867404e+01,7.819820894252785592e+01,2.675987872194090160e+05,2.950082143533854784e-01,8.458566549590079003e-04,6.109185312721706598e-05
9.902862214340491676e+01,1.109747216892101562e+02,7.738817486250025013e+01,7.819795452486037846e+01,2.675821089737483417e+05,2.950082200913515806e-01,8.458509169928786443e-04,6.109185312721706598e-05
9.909098273669421530e+01,1.109683102783059070e+02,7.738819174777691501e+01,7.819770023342019272e+01,2.675654341684732353e+05,2.950082258292068826e-01,8.458451791375899784e-04,6.109185312721706598e-05
9.915334332998351385e+01,1.109619002273294512e+02,7.738820862740121242e+01,7.819744606726209213e+01,2.675487628024793230e+05,2.950082315669514399e-01,8.458394413930288205e-04,6.109185312721706598e-05
9.921570392327281240e+01,1.109554915357379059e+02,7.738822550137632561e+01,7.819719202731884877e+01,2.675320948743735207e+05,2.950082373045854189e-01,8.458337037590528146e-04,6.109185312721706598e-05
9.927806451656211095e+01,1.109490842032295603e+02,7.738824236970401671e+01,7.819693811239534398e+01,2.675154303833830636e+05,2.950082430421088753e-01,8.458279662355822721e-04,6.109185312721706598e-05
9.934042510985140950e+01,1.109426782291401992e+02,7.738825923238817950e+01,7.819668432339122432e+01,2.674987693278033985e+05,2.950082487795220310e-01,8.458222288224449131e-04,6.109185312721706598e-05
9.940278570314070805e+01,1.109362736131160432e+02,7.738827608943090297e+01,7.819643065909873769e+01,2.674821117067278828e+05,2.950082545168249415e-01,8.458164915195486890e-04,6.109185312721706598e-05
9.946514629643000660e+01,1.109298703546926674e+02,7.738829294083487298e+01,7.819617712075226734e+01,2.674654575189655880e+05,2.950082602540177179e-01,8.458107543267718437e-04,6.109185312721706598e-05
9.952750688971930515e+01,1.109234684533692530e+02,7.738830978660307380e+01,7.819592370737747444e+01,2.674488067632317543e+05,2.950082659911005267e-01,8.458050172439840562e-04,6.109185312721706598e-05
9.958986748300860370e+01,1.109170679086466436e+02,7.738832662673839025e+01,7.819567041900012327e+01,2.674321594382469193e+05,2.950082717280734790e-01,8.457992802710570654e-04,6.109185312721706598e-05
9.965222807629790225e+01,1.109106687201814765e+02,7.738834346124282604e+01,7.819541725562937984e+01,2.674155155431308085e+05,2.950082774649366302e-01,8.457935434079004488e-04,6.109185312721706598e-05
9.971458866958718659e+01,1.109042708874382583e+02,7.738836029011955020e+01,7.819516421703777098e+01,2.673988750765104196e+05,2.950082832016901468e-01,8.457878066543774885e-04,6.109185312721706598e-05
9.977694926287648514e+01,1.108978744099139533e+02,7.738837711337147596e+01,7.819491130353674180e+01,2.673822380370951723e+05,2.950082889383341400e-01,8.457820700103567792e-04,6.109185312721706598e-05
9.983930985616578369e+01,1.108914792871848647e+02,7.738839393100107600e+01,7.819465851441790960e+01,2.673656044237994356e+05,2.950082946748687762e-01,8.457763334757296839e-04,6.109185312721706598e-05
9.990167044945508223e+01,1.108850855188076139e+02,7.738841074301096512e+01,7.819440585009577660e+01,2.673489742354866466e+05,2.950083004112941110e-01,8.457705970503824697e-04,6.109185312721706598e-05
9.996403104274438078e+01,1.108786931043027408e+02,7.738842754940392865e+01,7.819415331025672344e+01,2.673323474709275761e+05,2.950083061476103108e-01,8.457648607341909956e-04,6.109185312721706598e-05
1.000263916360336793e+02,1.108723020431470161e+02,7.738844435018303614e+01,7.819390089486418560e+01,2.673157241287805955e+05,2.950083118838174867e-01,8.457591245270220130e-04,6.109185312721706598e-05
1.000887522293229779e+02,1.108659123349933822e+02,7.738846114535030551e+01,7.819364860386451710e+01,2.672991042081566411e+05,2.950083176199157498e-01,8.457533884287859668e-04,6.109185312721706598e-05
1.001511128226122764e+02,1.108595239792971796e+02,7.738847793490892002e+01,7.819339643683710506e+01,2.672824877076590783e+05,2.950083233559052109e-01,8.457476524393429951e-04,6.109185312721706598e-05
1.002134734159015750e+02,1.108531369754934559e+02,7.738849471886216236e+01,7.819314439443338927e+01,2.672658746258392930e+05,2.950083290917859813e-01,8.457419165585509588e-04,6.109185312721706598e-05
1.002758340091908735e+02,1.108467513233167381e+02,7.738851149721163836e+01,7.819289247544651289e+01,2.672492649620180600e+05,2.950083348275581718e-01,8.457361807863406859e-04,6.109185312721706598e-05
1.003381946024801721e+02,1.108403670222123765e+02,7.738852826996051704e+01,7.819264068076029162e+01,2.672326587147733662e+05,2.950083405632219491e-01,8.457304451225714469e-04,6.109185312721706598e-05
1.004005551957694706e+02,1.108339840716731715e+02,7.738854503711179689e+01,7.819238901038785627e+01,2.672160558828050271e+05,2.950083462987774241e-01,8.457247095671140049e-04,6.109185312721706598e-05
1.004629157890587692e+02,1.108276024713943571e+02,7.738856179866722584e+01,7.819213746320622249e+01,2.671994564653324778e+05,2.950083520342246524e-01,8.457189741198906227e-04,6.109185312721706598e-05
1.005252763823480677e+02,1.108212222207015287e+02,7.738857855463075452e+01,7.819188603976148499e+01,2.671828604606271256e+05,2.950083577695638004e-01,8.457132387807327067e-04,6.109185312721706598e-05
1.005876369756373663e+02,1.108148433192917679e+02,7.738859530500413086e+01,7.819163474020972160e+01,2.671662678679125383e+05,2.950083635047949793e-01,8.457075035495610019e-04,6.109185312721706598e-05
1.006499975689266648e+02,1.108084657666336739e+02,7.738861204979043862e+01,7.819138356398261180e+01,2.671496786858270643e+05,2.950083692399183000e-01,8.457017684262419345e-04,6.109185312721706598e-05
1.007123581622159634e+02,1.108020895622883586e+02,7.738862878899227837e+01,7.819113251119775043e+01,2.671330929132466554e+05,2.950083749749338735e-01,8.456960334106665422e-04,6.109185312721706598e-05
1.007747187555052619e+02,1.107957147057718714e+02,7.738864552261242125e+01,7.819088158166262303e+01,2.671165105489306734e+05,2.950083807098418109e-01,8.456902985027113344e-04,6.109185312721706598e-05
1.008370793487945605e+02,1.107893411966073813e+02,7.738866225065365256e+01,7.819063077546469742e+01,2.670999315916574560e+05,2.950083864446422788e-01,8.456845637022576993e-04,6.109185312721706598e-05
1.008994399420838448e+02,1.107829690343993860e+02,7.738867897311830291e+01,7.819038009228093244e+01,2.670833560404140735e+05,2.950083921793353325e-01,8.456788290092055651e-04,6.109185312721706598e-05
1.009618005353731434e+02,1.107765982186063525e+02,7.738869569000948445e+01,7.819012953243357344e+01,2.670667838938129717e+05,2.950083979139211388e-01,8.456730944234205991e-04,6.109185312721706598e-05
1.010241611286624419e+02,1.107702287487883837e+02,7.738871240132976936e+01,7.818987909526421731e+01,2.670502151507271919e+05,2.950084036483997529e-01,8.456673599447925380e-04,6.109185312721706598e-05
1.010865217219517405e+02,1.107638606245540842e+02,7.738872910708141717e+01,7.818962878114066939e+01,2.670336498101541656e+05,2.950084093827713416e-01,8.456616255732231531e-04,6.109185312721706598e-05
1.011488823152410390e+02,1.107574938453941513e+02,7.738874580726741215e+01,7.818937858969529486e+01,2.670170878707889933e+05,2.950084151170359603e-01,8.456558913085853758e-04,6.109185312721706598e-05
1.012112429085303376e+02,1.107511284108778966e+02,7.738876250189022699e+01,7.818912852136647018e+01,2.670005293315286399e+05,2.950084208511937756e-01,8.456501571507723039e-04,6.109185312721706598e-05
1.012736035018196361e+02,1.107447643205480148e+02,7.738877919095253333e+01,7.818887857537517050e+01,2.669839741912018508e+05,2.950084265852448984e-01,8.456444230996698792e-04,6.109185312721706598e-05
1.013359640951089347e+02,1.107384015738661276e+02,7.738879587445745756e+01,7.818862875173734039e+01,2.669674224484291626e+05,2.950084323191894398e-01,8.456386891551450702e-04,6.109185312721706598e-05
1.013983246883982332e+02,1.107320401704331232e+02,7.738881255240730184e+01,7.818837905066351368e+01,2.669508741021889145e+05,2.950084380530275108e-01,8.456329553170993229e-04,6.109185312721706598e-05
1.014606852816875318e+02,1.107256801097169188e+02,7.738882922480516413e+01,7.818812947170378891e+01,2.669343291511179996e+05,2.950084437867592224e-01,8.456272215854022077e-04,6.109185312721706598e-05
1.015230458749768303e+02,1.107193213913061953e+02,7.738884589165338923e+01,7.818788001540049493e+01,2.669177875941629172e+05,2.950084495203846857e-01,8.456214879599518097e-04,6.109185312721706598e-05
1.015854064682661289e+02,1.107129640147755225e+02,7.738886255295449246e+01,7.818763068139368499e+01,2.669012494302345440e+05,2.950084552539040117e-01,8.456157544406420938e-04,6.109185312721706598e-05
1.016477670615554274e+02,1.107066079796528868e+02,7.738887920871118808e+01,7.818738146901247887e+01,2.668847146581241395e+05,2.950084609873173114e-01,8.456100210273581348e-04,6.109185312721706598e-05
1.017101276548447260e+02,1.107002532855034076e+02,7.738889585892600564e+01,7.818713237875729760e+01,2.668681832767181913e+05,2.950084667206246958e-01,8.456042877199928132e-04,6.109185312721706598e-05
1.017724882481340245e+02,1.106938999317903409e+02,7.738891250360202889e+01,7.818688341040805767e+01,2.668516552846419509e+05,2.950084724538262759e-01,8.455985545184150493e-04,6.109185312721706598e-05
1.018348488414233231e+02,1.106875479180906865e+02,7.738892914274173052e+01,7.818663456387217536e+01,2.668351306808124646e+05,2.950084781869221628e-01,8.455928214225213015e-04,6.109185312721706598e-05
1.018972094347126216e+02,1.106811972439777350e+02,7.738894577634756899e+01,7.818638583916154516e+01,2.668186094641371164e+05,2.950084839199124676e-01,8.455870884322073781e-04,6.109185312721706598e-05
1.019595700280019202e+02,1.106748479088813184e+02,7.738896240442284125e+01,7.818613723639998625e+01,2.668020916331557673e+05,2.950084896527973566e-01,8.455813555473343929e-04,6.109185312721706598e-05
1.020219306212912187e+02,1.106684999124559852e+02,7.738897902696955100e+01,7.818588875507533942e+01,2.667855771869845921e+05,2.950084953855768855e-01,8.455756227678185369e-04,6.109185312721706598e-05
1.020842912145805030e+02,1.106621532542475279e+02,7.738899564399031306e+01,7.818564039470849991e+01,2.667690661244607763e+05,2.950085011182511652e-01,8.455698900935492215e-04,6.109185312721706598e-05
1.021466518078698016e+02,1.106558079336786449e+02,7.738901225548845275e+01,7.818539215612084092e+01,2.667525584441060200e+05,2.950085068508203068e-01,8.455641575243873437e-04,6.109185312721706598e-05
1.022090124011591001e+02,1.106494639504226853e+02,7.738902886146588855e+01,7.818514403903728294e+01,2.667360541450847522e+05,2.950085125832844213e-01,8.455584250602531061e-04,6.109185312721706598e-05
1.022713729944483987e+02,1.106431213039995498e+02,7.738904546192536316e+01,7.818489604296293294e+01,2.667195532261676271e+05,2.950085183156436197e-01,8.455526927010307160e-04,6.109185312721706598e-05
1.023337335877376972e+02,1.106367799938955585e+02,7.738906205686984663e+01,7.818464816827453490e+01,2.667030556860395591e+05,2.950085240478980686e-01,8.455469604465958152e-04,6.109185312721706598e-05
1.023960941810269958e+02,1.106304400197104343e+02,7.738907864630165534e+01,7.818440041437371235e+01,2.666865615236767917e+05,2.950085297800478235e-01,8.455412282968523437e-04,6.109185312721706598e-05
1.024584547743162943e+02,1.106241013809716236e+02,7.738909523022353198e+01,7.818415278131840296e+01,2.666700707378689549e+05,2.950085355120929953e-01,8.455354962516866768e-04,6.109185312721706598e-05
1.025208153676055929e+02,1.106177640771512074e+02,7.738911180863848926e+01,7.818390526965679044e+01,2.666535833272652817e+05,2.950085412440336952e-01,8.455297643109731557e-04,6.109185312721706598e-05
1.025831759608948914e+02,1.106114281079232882e+02,7.738912838154843143e+01,7.818365787832196645e+01,2.666370992910322384e+05,2.950085469758700341e-01,8.455240324746324167e-04,6.109185312721706598e-05
1.026455365541841900e+02,1.106050934726674200e+02,7.738914494895692542e+01,7.818341060793933650e+01,2.666206186275809887e+05,2.950085527076021230e-01,8.455183007425166831e-04,6.109185312721706598e-05
1.027078971474734885e+02,1.105987601710686619e+02,7.738916151086579021e+01,7.818316345846866966e+01,2.666041413361063460e+05,2.950085584392300730e-01,8.455125691145506028e-04,6.109185312721706598e-05
1.027702577407627871e+02,1.105924282026779935e+02,7.738917806727761217e+01,7.818291642924052098e+01,2.665876674154593493e+05,2.950085641707539952e-01,8.455068375906273819e-04,6.109185312721706598e-05
1.028326183340520856e+02,1.105860975669927626e+02,7.738919461819527612e+01,7.818266952043164508e+01,2.665711968643537257e+05,2.950085699021740004e-01,8.455011061706275413e-04,6.109185312721706598e-05
1.028949789273413842e+02,1.105797682635152057e+02,7.738921116362163843e+01,7.818242273213023452e+01,2.665547296815155423e+05,2.950085756334901999e-01,8.454953748544331198e-04,6.109185312721706598e-05
